Gene	GDI	GDI-Phred	Gene damage prediction (all disease-causing genes)
TGIF2-C20orf24	4.35456	0.15806	Medium
MOB1A	4.3605	0.15829	Medium
POLR2G	4.36266	0.15852	Medium
HIST1H4J	4.36427	0.15875	Medium
PAIP2	4.37129	0.15898	Medium
ARL5B	4.3864	0.15921	Medium
SEC61A1	4.38651	0.15944	Medium
TMED10	4.39072	0.15967	Medium
MARVELD1	4.39773	0.15990	Medium
VAMP3	4.41338	0.16013	Medium
HIST1H4I	4.4177	0.16036	Medium
BLOC1S6	4.42472	0.16059	Medium
DPF2	4.43065	0.16082	Medium
MED10	4.43767	0.16105	Medium
ATP1B1	4.44425	0.16128	Medium
DEFB121	4.4497	0.16151	Medium
DPM3	4.45494	0.16174	Medium
CISD1	4.45764	0.16197	Medium
HSD11B1	4.46983	0.16220	Medium
RPS3A	4.49164	0.16244	Medium
ANP32A	4.49266	0.16267	Medium
TSPAN5	4.49703	0.16290	Medium
RHEB	4.50081	0.16313	Medium
RP11-831H9.11	4.50621	0.16336	Medium
IRF1	4.5089	0.16359	Medium
TNNI2	4.52947	0.16382	Medium
MMD	4.54236	0.16405	Medium
VAMP1	4.55424	0.16428	Medium
RAC2	4.56287	0.16451	Medium
S100A7	4.583	0.16474	Medium
NUCKS1	4.59039	0.16497	Medium
ORMDL3	4.59795	0.16520	Medium
LACRT	4.61004	0.16543	Medium
RP11-371E8.4	4.61954	0.16566	Medium
RALA	4.62331	0.16589	Medium
RHOV	4.63573	0.16613	Medium
NDUFC2	4.63842	0.16636	Medium
PAX6	4.65084	0.16659	Medium
SLC25A5	4.65192	0.16682	Medium
GSK3A	4.65623	0.16705	Medium
KCNJ4	4.6564	0.16728	Medium
AC011530.4	4.66811	0.16751	Medium
HBA2	4.67458	0.16774	Medium
POLR2I	4.6843	0.16797	Medium
CDK5R1	4.68969	0.16820	Medium
RPL36	4.69498	0.16843	Medium
LYPLA2	4.69509	0.16866	Medium
RP11-521M14.2	4.70524	0.16889	Medium
ARL4A	4.70588	0.16959	Medium
GDI1	4.70588	0.16936	Medium
NR2F2	4.70588	0.16913	Medium
TIMM23	4.70642	0.16982	Medium
SUPT4H1	4.71128	0.17028	Medium
TIMM9	4.71128	0.17005	Medium
UBE2I	4.71621	0.17051	Medium
HDGFRP3	4.71722	0.17074	Medium
C11orf44	4.71837	0.17097	Medium
EFNA2	4.72277	0.17120	Medium
DDA1	4.72747	0.17190	Medium
MYCBP	4.72747	0.17167	Medium
RAC1	4.72747	0.17143	Medium
SMAD5	4.72801	0.17213	Medium
AES	4.73265	0.17236	Medium
MAT2A	4.73287	0.17259	Medium
HBG1	4.73605	0.17282	Medium
CDK5	4.73826	0.17305	Medium
FDCSP	4.74355	0.17328	Medium
TNNC1	4.77604	0.17351	Medium
SPATA31A7	4.78037	0.17375	Medium
GTF2H5	4.78359	0.17398	Medium
PSMA5	4.78683	0.17421	Medium
SYT1	4.7973	0.17444	Medium
EIF4A2	4.79763	0.17467	Medium
PPP1CC	4.80302	0.17490	Medium
THAP1	4.80896	0.17513	Medium
OPN1MW2	4.80972	0.17536	Medium
AL627171.2	4.81382	0.17606	Medium
MTRNR2L6	4.81382	0.17583	Medium
TCEB3CL2	4.81382	0.17559	Medium
TMEM107	4.81975	0.17629	Medium
ILF2	4.82461	0.17675	Medium
YPEL4	4.82461	0.17652	Medium
ADIPOR1	4.82569	0.17698	Medium
ARTN	4.82839	0.17721	Medium
DRG1	4.83001	0.17791	Medium
RAP2B	4.83001	0.17768	Medium
SAR1A	4.83001	0.17744	Medium
CHIC2	4.8354	0.17814	Medium
PFDN5	4.8462	0.17860	Medium
RPS27A	4.8462	0.17837	Medium
CTD-2410N18.5	4.85699	0.17883	Medium
SH3BGRL3	4.86239	0.17906	Medium
TCEAL7	4.86292	0.17930	Medium
EIF4A1	4.86778	0.17953	Medium
RPL37	4.87318	0.17976	Medium
TM4SF2	4.87588	0.17999	Medium
RP11-544M22.13	4.87858	0.18045	Medium
SELT	4.87858	0.18022	Medium
DENR	4.88397	0.18092	Medium
GNAQ	4.88397	0.18068	Medium
AP1M1	4.88829	0.18115	Medium
MAP2K1	4.89315	0.18138	Medium
AGAP10	4.90016	0.18161	Medium
SLPI	4.90998	0.18184	Medium
HRAS	4.91473	0.18207	Medium
RER1	4.91581	0.18231	Medium
ADIRF	4.92553	0.18254	Medium
MAGEH1	4.92607	0.18277	Medium
CHMP4B	4.93362	0.18300	Medium
ZNF581	4.9347	0.18323	Medium
MYL2	4.93524	0.18346	Medium
UBE2L6	4.94118	0.18369	Medium
PCGF5	4.94441	0.18393	Medium
DEFB110	4.94873	0.18416	Medium
PAFAH1B1	4.95413	0.18439	Medium
NDUFB11	4.9633	0.18462	Medium
U2AF1	4.96492	0.18485	Medium
COA5	4.99352	0.18509	Medium
C5orf58	4.99363	0.18532	Medium
DESI1	4.99568	0.18555	Medium
HNRNPH2	4.99946	0.18578	Medium
VPS29	5.00308	0.18601	Medium
ANG	5.00553	0.18624	Medium
CT62	5.01338	0.18648	Medium
BRI3	5.02295	0.18671	Medium
TWIST2	5.03888	0.18694	Medium
NSG2	5.04587	0.18717	Medium
CA7	5.07717	0.18740	Medium
CDKN2AIPNL	5.07933	0.18763	Medium
CTD-2014B16.3	5.08051	0.18787	Medium
KCNF1	5.08322	0.18810	Medium
AC023590.1	5.0878	0.18833	Medium
RHOB	5.09228	0.18856	Medium
COA3	5.09282	0.18879	Medium
AMELY	5.09572	0.18903	Medium
HIST1H2AJ	5.10146	0.18926	Medium
ZNF121	5.11172	0.18949	Medium
DYNLRB1	5.11603	0.18972	Medium
PATE2	5.12795	0.18995	Medium
TRA2B	5.13222	0.19019	Medium
ABRACL	5.13654	0.19042	Medium
HSD17B10	5.13761	0.19065	Medium
ANAPC15	5.13875	0.19088	Medium
PSMD11	5.14301	0.19111	Medium
TOMM6	5.14636	0.19135	Medium
C12orf39	5.15893	0.19158	Medium
CRK	5.16406	0.19181	Medium
MED20	5.16999	0.19204	Medium
CRABP2	5.17485	0.19227	Medium
DCTD	5.18079	0.19251	Medium
LSM5	5.18241	0.19274	Medium
PCBD2	5.18322	0.19297	Medium
TMEM170B	5.18888	0.19320	Medium
HPCAL4	5.19266	0.19344	Medium
TIMM13	5.19752	0.19367	Medium
SRP54	5.20237	0.19390	Medium
NPM3	5.2041	0.19413	Medium
AL353698.1	5.22671	0.19436	Medium
TVP23B	5.22673	0.19460	Medium
FADD	5.23001	0.19483	Medium
PDIK1L	5.23044	0.19506	Medium
CHCHD7	5.23664	0.19529	Medium
WNT3	5.25958	0.19553	Medium
TBL1XR1	5.26325	0.19576	Medium
HSBP1L1	5.30066	0.19599	Medium
SUB1	5.31225	0.19622	Medium
SDHC	5.31927	0.19645	Medium
SKA2	5.32056	0.19669	Medium
C6orf164	5.32472	0.19692	Medium
RP11-195F19.5	5.32866	0.19715	Medium
FAM96A	5.33243	0.19738	Medium
DCAF12L1	5.336	0.19762	Medium
CHCHD1	5.33783	0.19785	Medium
RHOXF1	5.33831	0.19808	Medium
PLP1	5.34269	0.19831	Medium
BEX1	5.34317	0.19855	Medium
AC142381.1	5.3544	0.19878	Medium
HIST1H3D	5.36373	0.19901	Medium
MTURN	5.36859	0.19924	Medium
RP11-171N4.2	5.37893	0.19948	Medium
LSM3	5.40745	0.19971	Medium
SPINK14	5.4089	0.19994	Medium
IQCF3	5.41422	0.20017	Medium
SENP8	5.41662	0.20041	Medium
GATSL2	5.41824	0.20064	Medium
C7orf60	5.42202	0.20087	Medium
CTF1	5.42256	0.20110	Medium
EMX1	5.42472	0.20134	Medium
SAP18	5.43227	0.20157	Medium
DIRAS1	5.43659	0.20180	Medium
PTPN20B	5.43983	0.20227	Medium
SMU1	5.43983	0.20203	Medium
RP11-343C2.11	5.44738	0.20250	Medium
WFDC10B	5.45063	0.20273	Medium
ABCE1	5.45332	0.20296	Medium
COMMD6	5.45937	0.20320	Medium
AC132872.2	5.46789	0.20366	Medium
RP11-680G10.1	5.46789	0.20343	Medium
RP11-187E13.2	5.46864	0.20390	Medium
RPL11	5.48246	0.20413	Medium
C16orf80	5.483	0.20436	Medium
GPM6A	5.49379	0.20459	Medium
IGFL2	5.49399	0.20483	Medium
POMP	5.50459	0.20506	Medium
SYCP3	5.50712	0.20529	Medium
HIST1H3G	5.51052	0.20552	Medium
PSMC4	5.5116	0.20576	Medium
PPP2CB	5.52078	0.20599	Medium
AMY1A	5.53081	0.20622	Medium
EIF5A2	5.53805	0.20646	Medium
C12orf75	5.54069	0.20669	Medium
RAB11B	5.54668	0.20692	Medium
GNG11	5.56773	0.20715	Medium
OPN1MW	5.57416	0.20739	Medium
KRTDAP	5.57852	0.20762	Medium
CXorf21	5.58073	0.20785	Medium
KCNIP4	5.58554	0.20809	Medium
HRH2	5.58713	0.20832	Medium
FGF17	5.5877	0.20855	Medium
PFDN6	5.58824	0.20879	Medium
AMY1C	5.59633	0.20902	Medium
BOP1	5.59978	0.20925	Medium
C2orf66	5.60464	0.20948	Medium
AC007421.1	5.60526	0.20972	Medium
COMMD3-BMI1	5.61252	0.21018	Medium
STX1B	5.61252	0.20995	Medium
RPS24	5.61455	0.21042	Medium
KCNK9	5.61975	0.21065	Medium
DIRAS2	5.62871	0.21088	Medium
C11orf58	5.6395	0.21112	Medium
IL10	5.64285	0.21135	Medium
SMIM21	5.64594	0.21158	Medium
SEC11C	5.6503	0.21182	Medium
MED11	5.65246	0.21205	Medium
HIST1H4C	5.65515	0.21228	Medium
SVIP	5.66703	0.21251	Medium
RP11-321M21.3	5.6687	0.21275	Medium
TUBB4A	5.6735	0.21298	Medium
CCL23	5.68144	0.21321	Medium
PRIMA1	5.69887	0.21345	Medium
VKORC1	5.70432	0.21368	Medium
TOMM22	5.7075	0.21391	Medium
AC110615.1	5.72153	0.21415	Medium
CTD-2510F5.6	5.73125	0.21438	Medium
PTS	5.732	0.21461	Medium
EIF4EBP3	5.73826	0.21485	Medium
RIPPLY2	5.74042	0.21508	Medium
POLR1D	5.74204	0.21531	Medium
SMIM7	5.74285	0.21555	Medium
GMFB	5.74474	0.21578	Medium
PCNA	5.75658	0.21601	Medium
ATP5H	5.75769	0.21625	Medium
PSMA7	5.77064	0.21648	Medium
C21orf59	5.77442	0.21671	Medium
AL035406.1	5.77658	0.21788	Medium
AL121901.1	5.77658	0.21765	Medium
AL590452.1	5.77658	0.21741	Medium
C15ORF31	5.77658	0.21718	Medium
POTEB	5.77658	0.21695	Medium
MEAF6	5.77712	0.21811	Medium
IL2	5.78948	0.21835	Medium
PRKAR1A	5.79493	0.21858	Medium
HIST1H3H	5.79924	0.21882	Medium
C19orf70	5.81355	0.21905	Medium
ZC4H2	5.81759	0.21928	Medium
WDR61	5.82137	0.21952	Medium
CACNG3	5.82299	0.21975	Medium
LGALS7B	5.82715	0.21998	Medium
KAAG1	5.84948	0.22022	Medium
FAM25C	5.85078	0.22045	Medium
TPM1	5.86077	0.22068	Medium
FADS2	5.86832	0.22092	Medium
CDKN2D	5.86886	0.22115	Medium
SRP19	5.87102	0.22139	Medium
AP000721.4	5.87965	0.22162	Medium
RNF187	5.88068	0.22185	Medium
TAF12	5.88883	0.22209	Medium
RPL26	5.90394	0.22232	Medium
SNAP25	5.91473	0.22255	Medium
DEFB134	5.91894	0.22279	Medium
UBE2M	5.92013	0.22302	Medium
GOLGA7	5.92607	0.22325	Medium
CNOT7	5.94172	0.22349	Medium
HNRNPK	5.95251	0.22372	Medium
TP53I11	5.95622	0.22396	Medium
C7orf49	5.96498	0.22419	Medium
ANAPC16	5.97949	0.22466	Medium
FAM19A1	5.97949	0.22442	Medium
HSPA8	5.99029	0.22489	Medium
RTP3	6	0.22513	Medium
ARX	6.00108	0.22536	Medium
REG1A	6.00345	0.22559	Medium
BRK1	6.0076	0.22583	Medium
NFYB	6.01187	0.22629	Medium
TMEM208	6.01187	0.22606	Medium
HAMP	6.0157	0.22653	Medium
HIST2H2BE	6.01727	0.22723	Medium
SF3A3	6.01727	0.22700	Medium
TMEM60	6.01727	0.22676	Medium
LSM6	6.02806	0.22746	Medium
PTP4A1	6.0286	0.22793	Medium
TAC1	6.0286	0.22770	Medium
BCL2L2-PABPN1	6.03346	0.22817	Medium
HINT1	6.034	0.22840	Medium
ARL15	6.04468	0.22863	Medium
CDK2AP2	6.04965	0.22887	Medium
CUL1	6.05181	0.22910	Medium
BUD31	6.06044	0.22934	Medium
PYDC1	6.0693	0.22957	Medium
YIPF6	6.07447	0.22981	Medium
PSMC2	6.07663	0.23004	Medium
FAM127B	6.08773	0.23027	Medium
MUCL1	6.09954	0.23051	Medium
AD000671.6	6.10407	0.23074	Medium
CDC73	6.11441	0.23098	Medium
AL138815.1	6.12623	0.23121	Medium
CBX3	6.1306	0.23144	Medium
TYMS	6.14085	0.23168	Medium
RAB8B	6.15812	0.23191	Medium
TUBG1	6.15866	0.23215	Medium
DNAJA1	6.16298	0.23238	Medium
RIBC1	6.16945	0.23262	Medium
PIH1D3	6.16983	0.23285	Medium
PAK3	6.17161	0.23308	Medium
SPACA4	6.17998	0.23332	Medium
RP11-451M19.3	6.18083	0.23355	Medium
NAP1L1	6.18996	0.23379	Medium
DTD2	6.20561	0.23402	Medium
TMEM30C	6.21452	0.23426	Medium
ACTG2	6.21695	0.23472	Medium
ATP6V1C1	6.21695	0.23449	Medium
SRSF11	6.2299	0.23496	Medium
RNF24	6.23907	0.23519	Medium
TUBB6	6.24501	0.23543	Medium
RP4-539M6.19	6.24609	0.23566	Medium
RP11-432B6.3	6.25472	0.23590	Medium
KRTAP13-3	6.26023	0.23613	Medium
FBXO48	6.26552	0.23637	Medium
RP11-352D3.2	6.26641	0.23660	Medium
AC017081.1	6.29769	0.23707	Medium
USP27X	6.29769	0.23683	Medium
HIST3H2A	6.30329	0.23730	Medium
PTPN20A	6.30764	0.23754	Medium
AC083862.1	6.34754	0.23777	Medium
SPINK4	6.35672	0.23801	Medium
OGT	6.35942	0.23824	Medium
TSN	6.36266	0.23848	Medium
HIST1H2AM	6.36805	0.23895	Medium
PDRG1	6.36805	0.23871	Medium
PPP3CA	6.37885	0.23918	Medium
NOVA2	6.39019	0.23941	Medium
CYCS	6.40043	0.23965	Medium
AC012360.2	6.40191	0.24012	Medium
BX255923.1	6.40191	0.23988	Medium
RPS6KB1	6.4258	0.24035	Medium
RPS10	6.46651	0.24059	Medium
SSR2	6.48678	0.24082	Medium
TBP	6.50302	0.24106	Medium
IL15	6.51506	0.24129	Medium
MEF2C	6.52455	0.24153	Medium
HIST2H3D	6.52563	0.24176	Medium
ARPC5	6.54074	0.24200	Medium
CCL20	6.54338	0.24223	Medium
EDNRA	6.56136	0.24247	Medium
SUV39H1	6.56827	0.24270	Medium
REXO1L1P	6.57396	0.24294	Medium
C20orf62	6.57546	0.24317	Medium
ZNF449	6.58241	0.24341	Medium
HIST1H3I	6.59255	0.24364	Medium
CXorf27	6.59726	0.24388	Medium
SOX14	6.59795	0.24411	Medium
PRKACA	6.6082	0.24435	Medium
TNP1	6.60982	0.24458	Medium
NPIPA8	6.61005	0.24481	Medium
SPRR2E	6.61015	0.24505	Medium
TMEM184C	6.62763	0.24528	Medium
FUNDC2	6.64559	0.24552	Medium
AC010336.1	6.64773	0.24575	Medium
AC003101.1	6.66916	0.24599	Medium
RPS10-NUDT3	6.67566	0.24622	Medium
KCNG3	6.68052	0.24646	Medium
SRC	6.69293	0.24669	Medium
CDK2AP1	6.69725	0.24693	Medium
CDK8	6.69941	0.24716	Medium
QKI	6.7048	0.24740	Medium
RP11-598P20.5	6.70588	0.24764	Medium
MAX	6.72855	0.24787	Medium
HIST1H3C	6.73287	0.24811	Medium
AL353354.2	6.73934	0.24834	Medium
TBC1D3F	6.74404	0.24858	Medium
TRMT112	6.74528	0.24881	Medium
HIST1H4E	6.74798	0.24905	Medium
MROH7-TTC4	6.75121	0.24928	Medium
RAB3A	6.76255	0.24952	Medium
RPS5	6.77172	0.24975	Medium
PBDC1	6.77226	0.24999	Medium
CPLX2	6.77928	0.25022	Medium
SSR4	6.78359	0.25046	Medium
RABL5	6.79655	0.25069	Medium
AL079342.1	6.80821	0.25093	Medium
SCGB2B2	6.80928	0.25116	Medium
ACTA1	6.81058	0.25140	Medium
S100A12	6.81069	0.25163	Medium
PYDC2	6.81187	0.25187	Medium
DPPA5	6.81457	0.25210	Medium
COQ10B	6.81651	0.25234	Medium
C19orf18	6.81724	0.25257	Medium
TSC22D3	6.82191	0.25281	Medium
PTBP2	6.8231	0.25305	Medium
KLHL15	6.82731	0.25328	Medium
PAFAH1B3	6.82839	0.25352	Medium
NDUFA4	6.83162	0.25375	Medium
HIST1H4H	6.83594	0.25399	Medium
RP11-47I22.3	6.83643	0.25422	Medium
AKT3	6.85051	0.25446	Medium
CLTB	6.86616	0.25469	Medium
FEV	6.8667	0.25493	Medium
PLAC1	6.87232	0.25516	Medium
TRIAP1	6.87534	0.25540	Medium
TSPAN31	6.87642	0.25564	Medium
PMCH	6.88198	0.25587	Medium
KCNMB4	6.88289	0.25611	Medium
HNRNPC	6.88559	0.25634	Medium
BCL2L11	6.90383	0.25658	Medium
RAC3	6.90502	0.25681	Medium
CLDN10	6.90664	0.25705	Medium
FAM49B	6.91851	0.25776	Medium
RPLP1	6.91851	0.25752	Medium
UBLCP1	6.91851	0.25728	Medium
RARRES3	6.92072	0.25799	Medium
GLYATL1	6.92195	0.25823	Medium
LDOC1L	6.93848	0.25846	Medium
RPL36A	6.95413	0.25870	Medium
CLIC4	6.95629	0.25893	Medium
WFDC9	6.95658	0.25917	Medium
PRNT	6.95921	0.25941	Medium
KCNG1	6.96535	0.25964	Medium
KLHDC3	6.97248	0.25988	Medium
AL033381.1	6.97898	0.26011	Medium
HIST1H4A	6.98543	0.26035	Medium
AP001652.1	6.98793	0.26058	Medium
PSMA4	6.98921	0.26082	Medium
S100A4	6.99406	0.26106	Medium
IL4	6.99458	0.26129	Medium
ZIC1	7.00216	0.26153	Medium
CCDC103	7.00426	0.26176	Medium
PRM2	7.00767	0.26200	Medium
KCMF1	7.00971	0.26223	Medium
MANF	7.01241	0.26247	Medium
TXN	7.01382	0.26271	Medium
HIST1H2AD	7.01457	0.26294	Medium
DCUN1D1	7.01619	0.26318	Medium
GLRX	7.01678	0.26341	Medium
CXCL14	7.02105	0.26365	Medium
ERI3	7.02644	0.26389	Medium
FGF4	7.05213	0.26412	Medium
SIX1	7.05882	0.26436	Medium
RP11-204N11.1	7.05907	0.26459	Medium
TMED2	7.09498	0.26483	Medium
AC131097.4	7.11751	0.26507	Medium
HIST1H2BF	7.11981	0.26530	Medium
PYCARD	7.12018	0.26554	Medium
BUB3	7.12358	0.26577	Medium
RAB9B	7.12466	0.26601	Medium
DNAL4	7.12898	0.26648	Medium
RHEBL1	7.12898	0.26625	Medium
SKP2	7.13276	0.26672	Medium
CCL7	7.13351	0.26695	Medium
TTC9B	7.13869	0.26719	Medium
SNCB	7.13977	0.26743	Medium
IL2RG	7.1435	0.26766	Medium
COX7B2	7.14566	0.26790	Medium
PSMC5	7.15596	0.26814	Medium
FAM3C	7.15758	0.26837	Medium
RPS6	7.16136	0.26861	Medium
ATPIF1	7.166	0.26884	Medium
COPRS	7.16622	0.26932	Medium
SYP	7.16622	0.26908	Medium
USF1	7.16676	0.26955	Medium
TOMM34	7.17059	0.26979	Medium
HNRNPA2B1	7.18025	0.27003	Medium
AL645730.2	7.18522	0.27026	Medium
PA2G4	7.18834	0.27050	Medium
N4BP2L1	7.18931	0.27073	Medium
AC007952.5	7.19158	0.27097	Medium
C6orf100	7.19334	0.27121	Medium
TRNP1	7.20015	0.27144	Medium
AP001024.1	7.20608	0.27168	Medium
HSBP1	7.21533	0.27192	Medium
DPH3	7.22072	0.27215	Medium
CALCB	7.25364	0.27239	Medium
AC079354.2	7.26045	0.27263	Medium
RFK	7.31193	0.27286	Medium
MAPK1	7.31409	0.27310	Medium
IL23A	7.31511	0.27334	Medium
SPDYE3	7.34499	0.27357	Medium
CENPA	7.35119	0.27381	Medium
HLF	7.36104	0.27404	Medium
C1orf226	7.36353	0.27428	Medium
CLDN11	7.37992	0.27452	Medium
P2RY10	7.38443	0.27475	Medium
ZNF32	7.38478	0.27499	Medium
AP2B1	7.40151	0.27523	Medium
LMO4	7.4204	0.27546	Medium
C8orf4	7.42202	0.27570	Medium
CEBPZ-AS1	7.4238	0.27594	Medium
ATOX1	7.4258	0.27617	Medium
CEBPB	7.44522	0.27641	Medium
RP11-723G8.2	7.46249	0.27665	Medium
CD9	7.46789	0.27688	Medium
AP000688.1	7.4689	0.27736	Medium
RP11-944L7.5	7.4689	0.27712	Medium
MOBP	7.47275	0.27759	Medium
AC011308.1	7.47368	0.27783	Medium
PHF6	7.47388	0.27807	Medium
MORF4L2	7.49271	0.27830	Medium
MTRNR2L7	7.50054	0.27854	Medium
FAM195B	7.50567	0.27878	Medium
MEF2BNB-MEF2B	7.50588	0.27901	Medium
AC135178.1	7.52277	0.27925	Medium
FGF18	7.53265	0.27949	Medium
KCNJ6	7.54128	0.27972	Medium
AC117834.1	7.54913	0.27996	Medium
ARPP19	7.54992	0.28044	Medium
TMEM11	7.54992	0.28020	Medium
TCEAL3	7.56529	0.28067	Medium
AC011239.1	7.57574	0.28091	Medium
C20orf197	7.58678	0.28115	Medium
SAT1	7.59056	0.28138	Medium
RBM39	7.60928	0.28162	Medium
FBXL16	7.62155	0.28186	Medium
NDUFB4	7.63734	0.28209	Medium
PCBP1	7.63828	0.28233	Medium
AADAT	7.64128	0.28257	Medium
ZSWIM7	7.64781	0.28280	Medium
RAB1B	7.65837	0.28304	Medium
ZNF75A	7.67214	0.28328	Medium
USP46	7.68154	0.28352	Medium
TNFAIP8L1	7.6987	0.28375	Medium
JAZF1	7.70049	0.28399	Medium
AC024257.1	7.7021	0.28446	Medium
AC126614.1	7.7021	0.28423	Medium
GNAZ	7.7129	0.28470	Medium
CDKN2B	7.72261	0.28494	Medium
PRPF38A	7.72909	0.28518	Medium
IFRG15	7.74279	0.28541	Medium
CPSF6	7.75283	0.28565	Medium
PRMT8	7.75661	0.28589	Medium
LINC00632	7.76113	0.28612	Medium
BLID	7.76731	0.28636	Medium
METTL14	7.7701	0.28660	Medium
CTD-2203A3.1	7.77956	0.28684	Medium
CNPY1	7.78877	0.28707	Medium
MRPS14	7.82029	0.28731	Medium
CTLA4	7.82864	0.28755	Medium
ISY1-RAB43	7.83216	0.28778	Medium
CXCR4	7.8354	0.28802	Medium
RP11-195B21.3	7.84062	0.28826	Medium
RAB41	7.84351	0.28850	Medium
MAF1	7.84886	0.28873	Medium
FAM96B	7.86023	0.28897	Medium
HRK	7.87563	0.28921	Medium
RBBP5	7.88991	0.28945	Medium
LAS1L	7.8908	0.28968	Medium
MYL3	7.89568	0.28992	Medium
IZUMO1	7.89951	0.29016	Medium
TPRG1L	7.9088	0.29040	Medium
RP4-734P14.4	7.91821	0.29063	Medium
GABRA3	7.92122	0.29087	Medium
RNF185	7.94172	0.29111	Medium
ATP5L2	7.94254	0.29134	Medium
AC131971.1	7.946	0.29158	Medium
MLEC	7.94711	0.29182	Medium
RP11-105C20.2	7.95899	0.29206	Medium
HIST1H3F	7.96978	0.29229	Medium
NXPH1	7.97032	0.29253	Medium
CSNK2A1	7.97086	0.29277	Medium
ALKBH5	7.97356	0.29301	Medium
STARD3NL	7.98594	0.29324	Medium
DCTN5	7.99244	0.29348	Medium
COA1	7.99359	0.29372	Medium
AC103801.2	7.99728	0.29396	Medium
RAB3C	8.00432	0.29420	Medium
ANAPC10	8.00863	0.29443	Medium
POLE3	8.01565	0.29467	Medium
TNFSF12-TNFSF13	8.01635	0.29491	Medium
FOXD4L6	8.05022	0.29515	Medium
ARPC2	8.05181	0.29538	Medium
MRPS18C	8.0551	0.29562	Medium
THAP11	8.06055	0.29586	Medium
C18orf42	8.0804	0.29610	Medium
UQCR11	8.08743	0.29633	Medium
PF4V1	8.09501	0.29657	Medium
IFITM2	8.09946	0.29681	Medium
RRAGC	8.10146	0.29705	Medium
TEF	8.11117	0.29729	Medium
HSD17B11	8.11144	0.29752	Medium
AC006538.4	8.11333	0.29776	Medium
DDX3Y	8.11899	0.29800	Medium
BCL7A	8.12338	0.29824	Medium
TMEM65	8.1252	0.29847	Medium
RABAC1	8.12844	0.29871	Medium
RERG	8.136	0.29895	Medium
C9orf37	8.13975	0.29919	Medium
PARP11	8.14301	0.29943	Medium
OTX2	8.14355	0.29966	Medium
KLRC2	8.14426	0.29990	Medium
EIF2AK2	8.14754	0.30014	Medium
SLC31A2	8.1503	0.30038	Medium
WDR13	8.15331	0.30062	Medium
C14orf1	8.15434	0.30109	Medium
HIST1H2BH	8.15434	0.30085	Medium
C11orf73	8.17857	0.30133	Medium
H1F0	8.17863	0.30157	Medium
AC124890.1	8.18767	0.30181	Medium
AIDA	8.19212	0.30204	Medium
IL8	8.19217	0.30228	Medium
HIST1H4F	8.1986	0.30252	Medium
EMP2	8.21106	0.30276	Medium
AMN1	8.21651	0.30300	Medium
HBZ	8.27243	0.30323	Medium
NUDT10	8.27976	0.30347	Medium
KAT5	8.28063	0.30371	Medium
EIF3C	8.28548	0.30395	Medium
PUF60	8.28818	0.30419	Medium
MBNL3	8.30653	0.30442	Medium
AC115618.1	8.32294	0.30466	Medium
PPP2R5E	8.32866	0.30490	Medium
DNPH1	8.3349	0.30514	Medium
PKIB	8.34226	0.30538	Medium
DYNLT1	8.35132	0.30562	Medium
KHDRBS3	8.36465	0.30585	Medium
EIF3L	8.36913	0.30609	Medium
C12orf44	8.37021	0.30633	Medium
TSPAN13	8.3864	0.30657	Medium
AIG1	8.3945	0.30681	Medium
TUBB3	8.39665	0.30705	Medium
TMEM229B	8.41338	0.30728	Medium
COMMD7	8.41662	0.30752	Medium
OCLM	8.43166	0.30776	Medium
PPP2R2A	8.43281	0.30800	Medium
UBC	8.43713	0.30824	Medium
RHOU	8.43821	0.30848	Medium
PHF10	8.44037	0.30895	Medium
SOX11	8.44037	0.30871	Medium
PCED1B	8.44364	0.30919	Medium
CNBP	8.44571	0.30943	Medium
AGO1	8.45278	0.30967	Medium
RPL12	8.46195	0.30991	Medium
C1QA	8.46561	0.31014	Medium
SCGB1D1	8.46595	0.31038	Medium
FAM133B	8.47334	0.31062	Medium
CERS1	8.47404	0.31086	Medium
TMEM56	8.4796	0.31110	Medium
ARL14EP	8.48324	0.31134	Medium
CACUL1	8.48624	0.31158	Medium
VPS26B	8.48894	0.31181	Medium
CSTF1	8.49002	0.31205	Medium
RP11-661C8.3	8.50713	0.31229	Medium
CBWD5	8.51795	0.31253	Medium
FOXR2	8.51821	0.31277	Medium
EIF2S1	8.52186	0.31301	Medium
FKBP11	8.52455	0.31325	Medium
TRAPPC3	8.56449	0.31349	Medium
ANAPC13	8.56989	0.31372	Medium
CALM2	8.57012	0.31396	Medium
SEPHS1	8.57528	0.31420	Medium
SCAMP5	8.58338	0.31444	Medium
LPPR5	8.58985	0.31468	Medium
ID2	8.59687	0.31492	Medium
S100P	8.60207	0.31516	Medium
ACTR1A	8.60227	0.31539	Medium
ZMYND11	8.60335	0.31563	Medium
EIF4EBP2	8.60496	0.31587	Medium
ATP6V0D1	8.62148	0.31611	Medium
HIST1H2BC	8.62709	0.31635	Medium
FAM9C	8.63009	0.31659	Medium
MVB12B	8.63033	0.31683	Medium
AP000322.53	8.63368	0.31707	Medium
ATP6V1D	8.64004	0.31778	Medium
SNF8	8.64004	0.31754	Medium
TMEM167A	8.64004	0.31731	Medium
CBLN3	8.6503	0.31802	Medium
FAM195A	8.6531	0.31826	Medium
AC004817.1	8.66487	0.31874	Medium
C8orf88	8.66487	0.31850	Medium
AC003006.7	8.67854	0.31898	Medium
